"Station Name","AMHERSTBURG"
"Province","ONTARIO"
"Latitude","42.10"
"Longitude","-83.09"
"Elevation","182.00"
"Climate Identifier","6130257"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2015-02-08","2015","02","08","†","2.5","","-0.5","","1.0","","17.0","","0.0","","2.8","","0.0","T","2.8","","24","","","","",""
"2015-02-09","2015","02","09","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-10","2015","02","10","†","-1.5","","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-02-11","2015","02","11","†","0.5","","-10.0","","-4.8","","22.8","","0.0","","0.0","","2.0","","2.0","","20","","","","",""
"2015-02-12","2015","02","12","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-13","2015","02","13","†","-4.0","","-19.0","","-11.5","","29.5","","0.0","","0.0","","5.0","","5.0","","20","","","","",""
"2015-02-14","2015","02","14","†","-7.0","","-14.5","","-10.8","","28.8","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"2015-02-15","2015","02","15","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-16","2015","02","16","†","-12.0","","-24.0","","-18.0","","36.0","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2015-02-17","2015","02","17","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-18","2015","02","18","†","-5.5","","-15.5","","-10.5","","28.5","","0.0","","0.0","","0.0","T","0.0","T","22","","","","",""
"2015-02-19","2015","02","19","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-20","2015","02","20","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-21","2015","02","21","†","-3.0","","-20.0","","-11.5","","29.5","","0.0","","0.0","","3.0","","3.0","","0","","","","",""
"2015-02-22","2015","02","22","†","1.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-02-23","2015","02","23","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-24","2015","02","24","†","-6.5","","-18.5","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2015-02-25","2015","02","25","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-26","2015","02","26","†","-8.5","","-14.5","","-11.5","","29.5","","0.0","","0.0","","3.0","","3.0","","23","","","","",""
"2015-02-27","2015","02","27","","","","","","","","","","","","","","","","","","","","","","",""
"2015-02-28","2015","02","28","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-01","2015","03","01","†","-2.5","","-12.5","","-7.5","","25.5","","0.0","","0.0","","1.0","","1.0","","27","","","","",""
"2015-03-02","2015","03","02","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-03","2015","03","03","†","2.0","","-10.0","","-4.0","","22.0","","0.0","","3.0","","0.0","T","3.0","","27","","","","",""
"2015-03-04","2015","03","04","†","3.5","","-5.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2015-03-05","2015","03","05","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-06","2015","03","06","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-07","2015","03","07","†","6.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-08","2015","03","08","†","7.0","","2.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2015-03-09","2015","03","09","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-10","2015","03","10","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-11","2015","03","11","†","11.0","","-4.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-12","2015","03","12","†","7.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-13","2015","03","13","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-14","2015","03","14","†","11.0","","3.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-15","2015","03","15","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-16","2015","03","16","†","13.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-17","2015","03","17","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-18","2015","03","18","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-19","2015","03","19","†","9.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-20","2015","03","20","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-21","2015","03","21","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-22","2015","03","22","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-23","2015","03","23","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-24","2015","03","24","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-25","2015","03","25","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-26","2015","03","26","†","7.0","","0.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-27","2015","03","27","","","","","","","","","","","","","","","","","","","","","","",""
"2015-03-28","2015","03","28","†","2.5","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-29","2015","03","29","†","6.0","","-9.0","","-1.5","","19.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2015-03-30","2015","03","30","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-03-31","2015","03","31","†","15.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-01","2015","04","01","†","15.0","","0.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-02","2015","04","02","†","14.5","","3.5","","9.0","","9.0","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"2015-04-03","2015","04","03","†","15.0","","4.0","","9.5","","8.5","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"2015-04-04","2015","04","04","†","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-05","2015","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-06","2015","04","06","†","13.5","","","M","","M","","M","","M","1.4","","0.0","","1.4","","0","","","","",""
"2015-04-07","2015","04","07","†","8.0","","4.0","","6.0","","12.0","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2015-04-08","2015","04","08","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-09","2015","04","09","†","18.0","","2.5","","10.3","","7.7","","0.0","","8.0","","0.0","","8.0","","0","","","","",""
"2015-04-10","2015","04","10","†","15.0","","8.5","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-11","2015","04","11","†","18.5","","1.5","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-12","2015","04","12","†","15.5","","1.0","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-13","2015","04","13","†","21.5","","","M","","M","","M","","M","7.4","","0.0","","7.4","","0","","","","",""
"2015-04-14","2015","04","14","†","17.5","","3.5","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-15","2015","04","15","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-16","2015","04","16","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-17","2015","04","17","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-18","2015","04","18","†","23.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-19","2015","04","19","†","15.0","","5.0","","10.0","","8.0","","0.0","","11.2","","0.0","","11.2","","0","","","","",""
"2015-04-20","2015","04","20","†","18.0","","10.0","","14.0","","4.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"2015-04-21","2015","04","21","†","12.5","","5.0","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-22","2015","04","22","†","7.0","","2.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-23","2015","04","23","†","5.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-24","2015","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-25","2015","04","25","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-26","2015","04","26","†","14.0","","2.0","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-27","2015","04","27","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-28","2015","04","28","†","20.0","","0.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-04-29","2015","04","29","","","","","","","","","","","","","","","","","","","","","","",""
"2015-04-30","2015","04","30","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-01","2015","05","01","†","22.0","","6.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-02","2015","05","02","†","24.0","","7.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-03","2015","05","03","†","26.0","","8.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-04","2015","05","04","†","22.5","","15.5","","19.0","","0.0","","1.0","","3.0","","0.0","","3.0","","0","","","","",""
"2015-05-05","2015","05","05","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-06","2015","05","06","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-07","2015","05","07","†","28.0","","9.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-08","2015","05","08","†","30.5","","13.0","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-09","2015","05","09","†","29.0","","14.0","","21.5","","0.0","","3.5","","4.2","","0.0","","4.2","","0","","","","",""
"2015-05-10","2015","05","10","†","28.0","","13.0","","20.5","","0.0","","2.5","","1.0","","0.0","","1.0","","0","","","","",""
"2015-05-11","2015","05","11","†","29.5","","15.0","","22.3","","0.0","","4.3","","9.4","","0.0","","9.4","","0","","","","",""
"2015-05-12","2015","05","12","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-13","2015","05","13","†","13.0","","7.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-14","2015","05","14","†","19.0","","1.0","","10.0","","8.0","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"2015-05-15","2015","05","15","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-16","2015","05","16","†","25.5","","16.0","","20.8","","0.0","","2.8","","4.8","","0.0","","4.8","","0","","","","",""
"2015-05-17","2015","05","17","†","28.0","","17.0","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-18","2015","05","18","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-19","2015","05","19","†","13.5","","11.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-20","2015","05","20","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-21","2015","05","21","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-22","2015","05","22","†","20.0","","10.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-23","2015","05","23","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-24","2015","05","24","†","27.0","","10.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-05-25","2015","05","25","†","27.0","","17.0","","22.0","","0.0","","4.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2015-05-26","2015","05","26","†","29.5","","17.5","","23.5","","0.0","","5.5","","3.8","","0.0","","3.8","","0","","","","",""
"2015-05-27","2015","05","27","†","27.0","","18.0","","22.5","","0.0","","4.5","","11.2","","0.0","","11.2","","0","","","","",""
"2015-05-28","2015","05","28","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-29","2015","05","29","","","","","","","","","","","","","","","","","","","","","","",""
"2015-05-30","2015","05","30","†","29.5","","19.5","","24.5","","0.0","","6.5","","68.0","","0.0","","68.0","","0","","","","",""
"2015-05-31","2015","05","31","†","12.0","","9.5","","10.8","","7.2","","0.0","","26.8","","0.0","","26.8","","0","","","","",""
"2015-06-01","2015","06","01","†","16.5","","7.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-02","2015","06","02","","","","","","","","","","","","","","","","","","","","","","",""
"2015-06-03","2015","06","03","†","23.5","","7.5","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-04","2015","06","04","†","27.0","","13.5","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-05","2015","06","05","†","27.5","","14.0","","20.8","","0.0","","2.8","","1.0","","0.0","","1.0","","0","","","","",""
"2015-06-06","2015","06","06","†","22.0","","13.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-07","2015","06","07","†","27.0","","8.0","","17.5","","0.5","","0.0","","6.6","","0.0","","6.6","","0","","","","",""
"2015-06-08","2015","06","08","†","26.0","","19.0","","22.5","","0.0","","4.5","","3.4","","0.0","","3.4","","0","","","","",""
"2015-06-09","2015","06","09","","","","","","","","","","","","","","","","","","","","","","",""
"2015-06-10","2015","06","10","†","32.5","","17.5","","25.0","","0.0","","7.0","","1.2","","0.0","","1.2","","0","","","","",""
"2015-06-11","2015","06","11","†","23.0","","16.0","","19.5","","0.0","","1.5","","1.2","","0.0","","1.2","","0","","","","",""
"2015-06-12","2015","06","12","†","28.0","","16.0","","22.0","","0.0","","4.0","","33.8","","0.0","","33.8","","0","","","","",""
"2015-06-13","2015","06","13","†","22.5","","14.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-14","2015","06","14","","","","","","","","","","","","","","","","","","","","","","",""
"2015-06-15","2015","06","15","†","29.0","","21.0","","25.0","","0.0","","7.0","","15.4","","0.0","","15.4","","0","","","","",""
"2015-06-16","2015","06","16","†","29.5","","20.0","","24.8","","0.0","","6.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-17","2015","06","17","†","25.0","","15.5","","20.3","","0.0","","2.3","","2.0","","0.0","","2.0","","0","","","","",""
"2015-06-18","2015","06","18","†","28.5","","18.0","","23.3","","0.0","","5.3","","0.6","","0.0","","0.6","","0","","","","",""
"2015-06-19","2015","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"2015-06-20","2015","06","20","†","26.0","","13.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-21","2015","06","21","†","29.0","","19.0","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-22","2015","06","22","†","29.0","","16.5","","22.8","","0.0","","4.8","","28.2","","0.0","","28.2","","0","","","","",""
"2015-06-23","2015","06","23","†","27.0","","19.0","","23.0","","0.0","","5.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-24","2015","06","24","†","27.0","","12.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-25","2015","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"2015-06-26","2015","06","26","†","25.0","","14.5","","19.8","","0.0","","1.8","","27.8","","0.0","","27.8","","0","","","","",""
"2015-06-27","2015","06","27","†","17.0","","14.0","","15.5","","2.5","","0.0","","30.4","","0.0","","30.4","","0","","","","",""
"2015-06-28","2015","06","28","†","25.0","","14.5","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-06-29","2015","06","29","†","24.5","","15.0","","19.8","","0.0","","1.8","","1.8","","0.0","","1.8","","0","","","","",""
"2015-06-30","2015","06","30","†","26.0","","17.0","","21.5","","0.0","","3.5","","2.4","","0.0","","2.4","","0","","","","",""
"2015-07-01","2015","07","01","†","24.5","","17.0","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-02","2015","07","02","†","24.0","","14.0","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-03","2015","07","03","†","25.0","","10.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-04","2015","07","04","†","26.0","","11.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-05","2015","07","05","†","28.0","","14.0","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-06","2015","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"2015-07-07","2015","07","07","†","26.0","","18.0","","22.0","","0.0","","4.0","","8.6","","0.0","","8.6","","0","","","","",""
"2015-07-08","2015","07","08","†","20.0","","12.5","","16.3","","1.7","","0.0","","14.4","","0.0","","14.4","","0","","","","",""
"2015-07-09","2015","07","09","†","24.0","","17.0","","20.5","","0.0","","2.5","","3.5","","0.0","","3.5","","0","","","","",""
"2015-07-10","2015","07","10","†","26.0","","13.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-11","2015","07","11","†","28.0","","13.5","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-12","2015","07","12","†","25.0","","18.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-13","2015","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"2015-07-14","2015","07","14","†","29.0","","19.5","","24.3","","0.0","","6.3","","1.8","","0.0","","1.8","","0","","","","",""
"2015-07-15","2015","07","15","†","23.5","","14.5","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-16","2015","07","16","†","25.0","","11.0","","18.0","","0.0","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"2015-07-17","2015","07","17","†","30.0","","18.0","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-18","2015","07","18","†","32.0","","21.0","","26.5","","0.0","","8.5","","3.0","","0.0","","3.0","","0","","","","",""
"2015-07-19","2015","07","19","†","33.0","","21.5","","27.3","","0.0","","9.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-20","2015","07","20","†","30.0","","15.0","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-21","2015","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"2015-07-22","2015","07","22","†","27.0","","14.5","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-23","2015","07","23","†","29.0","","15.0","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-24","2015","07","24","†","31.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-25","2015","07","25","†","31.5","","18.5","","25.0","","0.0","","7.0","","5.4","","0.0","","5.4","","0","","","","",""
"2015-07-26","2015","07","26","†","30.0","","20.0","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-27","2015","07","27","†","32.0","","16.0","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-28","2015","07","28","†","33.5","","17.5","","25.5","","0.0","","7.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-29","2015","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"2015-07-30","2015","07","30","†","30.5","","19.0","","24.8","","0.0","","6.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-07-31","2015","07","31","†","31.0","","19.5","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-01","2015","08","01","†","29.0","","16.5","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-02","2015","08","02","†","33.5","","16.5","","25.0","","0.0","","7.0","","27.8","","0.0","","27.8","","0","","","","",""
"2015-08-03","2015","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-04","2015","08","04","†","28.5","","15.0","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-05","2015","08","05","†","27.0","","15.5","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-06","2015","08","06","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-07","2015","08","07","†","27.0","","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-08","2015","08","08","†","25.0","","15.0","","20.0","","0.0","","2.0","","1.4","","0.0","","1.4","","0","","","","",""
"2015-08-09","2015","08","09","†","28.5","","18.5","","23.5","","0.0","","5.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-10","2015","08","10","†","27.0","","20.0","","23.5","","0.0","","5.5","","11.6","","0.0","","11.6","","0","","","","",""
"2015-08-11","2015","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-12","2015","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-13","2015","08","13","†","30.0","","14.5","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-14","2015","08","14","†","30.5","","20.5","","25.5","","0.0","","7.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-15","2015","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"2015-08-16","2015","08","16","†","31.0","","18.0","","24.5","","0.0","","6.5","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-17","2015","08","17","†","31.5","","21.0","","26.3","","0.0","","8.3","","0.0","","0.0","","0.0","","0","","","","",""
"2015-08-18","2015","08","18","†","29.0","","20.5","","24.8","","0.0","","6.8","","0.0","T","0.0","","0.0","T","0","","","","",""
